259		104
259		104
259		104
259		103
259		103
259		103
259		103
258		104
258		104
258		104
258		104
258		103
258		103
258		103
258		103
258		102
258		102
258		102
258		102
259		102
259		102
259		102
259		102
259		102
259		102
259		102
259		102
259		103
259		103
259		103
259		103
259		102
259		102
259		102
259		102
259		102
259		102
259		102
259		102
260		102
260		102
260		102
260		102
260		101
260		101
260		101
260		101
261		101
261		101
261		101
261		101
261		101
261		101
261		101
261		101
261		102
261		102
261		102
261		102
262		103
262		103
262		103
262		103
261		102
261		102
261		102
261		102
261		102
261		102
261		102
261		102
261		101
261		101
261		101
261		101
261		100
261		100
261		100
261		100
261		100
261		100
261		100
261		100
261		100
261		100
261		100
261		100
261		99
261		99
261		99
261		99
261		99
261		99
261		99
261		99
261		98
261		98
261		98
261		98
261		97
261		97
261		97
261		97
261		97
261		97
261		97
261		97
260		96
260		96
260		96
260		96
259		96
259		96
259		96
259		96
259		96
259		96
259		96
259		96
259		96
259		96
259		96
259		96
259		96
259		96
259		96
259		96
259		96
259		96
259		96
259		96
259		95
259		95
259		95
259		95
259		95
259		95
259		95
259		95
259		94
259		94
259		94
259		94
259		94
259		94
259		94
259		94
258		94
258		94
258		94
258		94
257		94
257		94
257		94
257		94
257		94
257		94
257		94
257		94
257		94
257		94
257		94
257		94
257		94
257		94
257		94
257		94
257		94
257		94
257		94
257		94
257		94
257		94
257		94
257		94
257		94
257		94
257		94
257		94
257		92
257		92
257		92
257		92
257		92
257		92
257		92
257		92
258		92
258		92
258		92
258		92
259		91
259		91
259		91
259		91
259		90
259		90
259		90
259		90
259		89
259		89
259		89
259		89
259		90
259		90
259		90
259		90
259		88
259		88
259		88
259		88
259		90
259		90
259		90
259		90
260		90
260		90
260		90
260		90
260		89
260		89
260		89
260		89
259		88
259		88
259		88
259		88
260		88
260		88
260		88
260		88
259		87
259		87
259		87
259		87
258		86
258		86
258		86
258		86
258		79
258		79
258		79
258		79
256		79
256		79
256		79
256		79
257		82
257		82
257		82
257		82
257		80
257		80
257		80
257		80
258		75
258		75
258		75
258		75
257		77
257		77
257		77
257		77
258		80
258		80
258		80
258		80
257		80
257		80
257		80
257		80
259		78
259		78
259		78
259		78
259		83
259		83
259		83
259		83
259		83
259		83
259		83
259		83
256		81
256		81
256		81
256		81
257		85
257		85
257		85
257		85
255		76
255		76
255		76
255		76
257		71
257		71
257		71
257		71
252		64
252		64
252		64
252		64
258		49
258		49
258		49
258		49
265		45
265		45
265		45
265		45
273		50
273		50
273		50
273		50
259		71
259		71
259		71
259		71
257		77
257		77
257		77
257		77
252		83
252		83
252		83
252		83
255		73
255		73
255		73
255		73
257		75
257		75
257		75
257		75
253		66
253		66
253		66
253		66
252		66
252		66
252		66
252		66
251		61
251		61
251		61
251		61
248		58
248		58
248		58
248		58
246		55
246		55
246		55
246		55
246		54
246		54
246		54
246		54
249		55
249		55
249		55
249		55
248		54
248		54
248		54
248		54
248		54
248		54
248		54
248		54
248		55
248		55
248		55
248		55
246		54
246		54
246		54
246		54
247		54
247		54
247		54
247		54
248		53
248		53
248		53
248		53
249		49
249		49
249		49
249		49
248		49
248		49
248		49
248		49
249		47
249		47
249		47
249		47
250		48
250		48
250		48
250		48
252		45
252		45
252		45
252		45
252		43
252		43
252		43
252		43
253		42
253		42
253		42
253		42
255		43
255		43
255		43
255		43
253		41
253		41
253		41
253		41
254		41
254		41
254		41
254		41
255		41
255		41
255		41
255		41
256		39
256		39
256		39
256		39
258		38
258		38
258		38
258		38
257		39
257		39
257		39
257		39
258		39
258		39
258		39
258		39
259		37
259		37
259		37
259		37
259		35
259		35
259		35
259		35
258		33
258		33
258		33
258		33
256		32
256		32
256		32
256		32
257		34
257		34
257		34
257		34
253		32
253		32
253		32
253		32
250		31
250		31
250		31
250		31
251		31
251		31
251		31
251		31
246		32
246		32
246		32
246		32
246		33
246		33
246		33
246		33
248		31
248		31
248		31
248		31
245		31
245		31
245		31
245		31
245		31
245		31
245		31
245		31
242		31
242		31
242		31
242		31
242		32
242		32
242		32
242		32
246		31
246		31
246		31
246		31
248		29
248		29
248		29
248		29
247		28
247		28
247		28
247		28
249		26
249		26
249		26
249		26
251		26
251		26
251		26
251		26
250		24
250		24
250		24
250		24
251		23
251		23
251		23
251		23
250		22
250		22
250		22
250		22
250		22
250		22
250		22
250		22
250		22
250		22
250		22
250		22
250		21
250		21
250		21
250		21
251		22
251		22
251		22
251		22
249		20
249		20
249		20
249		20
250		20
250		20
250		20
250		20
249		20
249		20
249		20
249		20
252		20
252		20
252		20
252		20
252		19
252		19
252		19
252		19
251		18
251		18
251		18
251		18
256		18
256		18
256		18
256		18
260		18
260		18
260		18
260		18
262		16
262		16
262		16
262		16
253		20
253		20
253		20
253		20
255		22
255		22
255		22
255		22
257		23
257		23
